,user_ids,support,itemsets,period,property_values,depth,size,SEX,itemset_name
0,"[101749, 106410, 107463, 107874, 107966, 111890, 112041, 113297, 114449, 121730, 125579, 125902, 129390, 133022, 134631, 135030, 140784, 146263, 147333, 152806, 153358, 157180, 157310, 165109, 166603, 169447, 170102, 173968, 177933, 180493, 183140, 183978, 193677, 195864, 197038, 197718, 199285, 200564, 205793, 206673, 221900, 222847, 230980, 231496, 236608, 236734, 237181, 239835, 249024, 249926, 251428, 251719, 255658, 256540, 257154, 258658, 260993, 261240, 264230, 267277, 269982, 270370, 270415, 271640, 271964, 272307, 272341, 274316, 274953, 277799, 278479, 285995, 286321, 287608, 288120, 289819, 290616, 291261, 296137, 296181, 298450, 298742, 299637, 305001, 307966, 313650, 313654, 314153, 314863, 315727, 322207, 325354, 327141, 327351, 327610, 328086, 329514, 330852, 331009, 331316, 333530, 337386, 342654, 344704, 348380, 350593, 350800, 352108, 353647, 353820, 354101, 354730, 359007, 361859, 363393, 364804, 368969, 369391, 373549, 373648, 373931, 377365, 378650, 379576, 380689, 389100, 392099, 397289, 404827, 406437, 408605, 409846, 412316, 413231, 416080, 417862, 420063, 426000, 426563, 429530, 430029, 431743, 432924, 433003, 434047, 436854, 438686, 443162, 443552, 447321, 448117, 457077, 462438, 467594, 468396, 470483, 470752, 477668, 482562, 483490, 490190, 491709, 502970, 506019, 508067, 515329, 516884, 517640, 518439, 520056, 520840, 521461, 521769, 521837, 523013, 523195, 527840, 530414, 534226, 535047, 539446, 540476, 543053, 543323, 545590, 548135, 550293, 557428, 564738, 566886, 568774, 569508, 570365, 573393, 574988, 578365, 583814, 590694, 601555, 604433, 604625, 606281, 606879, 608366, 608653, 609205, 613209, 617647, 620005, 623541, 625136, 627182, 631511, 640984, 649774, 653959, 657123, 668724, 670760, 685988, 686964, 689996, 715934, 721420, 730652, 756856]",226,4126,2017-03-01,M,0.0,226,M,['RECHARGE LAVAGE']
1,"[100615, 103904, 105769, 109910, 112041, 117912, 118554, 123618, 124474, 125045, 125615, 134880, 138325, 139038, 140784, 143488, 145219, 145974, 146201, 149249, 152370, 153534, 153604, 156950, 157047, 163878, 165785, 169695, 170198, 171620, 176750, 181624, 184841, 185724, 188482, 194762, 195200, 199937, 205363, 208332, 212363, 213211, 222403, 225819, 227151, 228856, 233072, 238881, 242201, 245059, 250180, 251826, 252901, 254276, 257663, 258896, 269492, 269708, 272441, 274001, 281256, 282188, 282802, 288714, 299540, 302379, 307895, 315397, 315762, 316895, 330312, 331498, 339428, 340678, 343449, 344551, 355838, 362274, 365174, 368624, 375104, 377365, 377685, 382271, 383944, 387373, 388275, 392200, 392552, 392562, 392807, 393049, 397669, 398225, 398652, 401971, 403386, 404047, 406484, 407441, 412376, 413059, 414000, 418229, 422118, 423495, 425424, 428048, 429719, 431316, 435091, 436333, 443524, 454219, 457865, 460771, 463550, 468967, 469697, 470106, 473266, 474879, 476702, 477648, 479396, 480899, 482969, 484493, 487513, 488754, 490190, 491014, 491767, 493366, 493696, 496685, 497772, 500915, 504682, 505184, 506445, 506588, 511024, 518488, 518808, 520008, 529795, 529911, 542277, 545337, 545406, 548715, 548900, 550293, 554567, 555013, 555618, 560291, 563868, 569912, 580458, 580580, 583156, 584471, 584986, 588675, 590237, 594063, 598984, 600263, 600505, 601992, 604581, 604772, 605523, 615217, 617729, 619622, 626070, 667778, 693202, 693851, 704816, 716317, 717009, 733800, 748989, 756856, 758624, 764636, 765409, 769912, 781591, 790704]",194,4125,2017-03-01,M,0.0,194,M,['RECHARGE LAVAGE TW - A']
2,"[104293, 113036, 116442, 118478, 122584, 123801, 130532, 137504, 145875, 166316, 177373, 187833, 191561, 199984, 210355, 244827, 248473, 260419, 261384, 264526, 266488, 270220, 270517, 281206, 287610, 287867, 292347, 293120, 293947, 294969, 314647, 319317, 324104, 336730, 338762, 345108, 347715, 351686, 368080, 375197, 379133, 384135, 385713, 389285, 396609, 398681, 403445, 418815, 420842, 421137, 423574, 427096, 427250, 444802, 445247, 454494, 460228, 461998, 464331, 464605, 482919, 483533, 485938, 489886, 500716, 503953, 519059, 523545, 539333, 543214, 543714, 551228, 555432, 557999, 559445, 562102, 566222, 567220, 588437, 592390, 602466, 605006, 607784, 612410, 612824, 614904, 616225, 616689, 620236, 621627, 651436, 685231, 715296, 738639, 739860, 746930, 751640, 752912, 787610, 879783]",100,163,2017-03-01,M,0.0,100,M,['product-451']
3,"[428202, 470636, 517346, 518911, 519887, 521183, 521885, 526400, 531392, 542068, 555845, 563834, 565366, 570925, 574634, 577984, 584447, 602649, 616225, 616565, 619463, 622013, 622027, 719763, 735292, 751356, 752568, 754685, 758594, 761107]",30,263,2017-03-01,M,0.0,30,M,['REMISE BUS AUTOROUTE 9\x80']
4,"[104142, 107250, 113270, 137677, 160378, 167077, 169402, 180172, 192627, 195105, 199022, 223318, 234017, 247304, 250116, 251141, 260993, 264832, 274892, 288466, 293992, 313520, 318991, 339606, 349288, 353337, 353881, 358331, 366834, 369549, 372272, 380131, 382915, 412316, 430029, 450205, 459950, 470752, 490090, 491256, 496995, 498613, 515602, 529795, 544260, 567220, 572676, 582270, 587523, 588675, 590694, 611043, 616924, 620225, 643227, 714981, 718355, 733998]",58,2946,2017-03-01,M,0.0,58,M,['TW  LAVE GLACE']
5,"[100203, 111896, 126551, 134473, 141664, 158802, 159082, 174735, 180415, 187465, 247304, 286215, 291218, 296036, 328876, 344660, 348948, 354730, 355756, 363005, 372272, 374511, 378116, 386618, 390756, 442178, 452375, 470752, 483791, 498334, 511601, 513907, 515602, 515864, 535895, 575826, 576380, 588236, 610511, 621048, 622143, 622174, 624179, 674344, 730072, 733908, 763217, 783083]",48,4136,2017-03-01,M,0.0,48,M,['RECHARGE LAVAGE TW - D']
6,"[100977, 104518, 113036, 121147, 168144, 169402, 210355, 240683, 270422, 273854, 287468, 291453, 294568, 301402, 339292, 340350, 379576, 419999, 439384, 449241, 459432, 461803, 468745, 485168, 491709, 499303, 514589, 524613, 528757, 544783, 588938, 595924, 613132, 737348, 747961, 778698]",36,4074,2017-03-01,M,0.0,36,M,['BIDON AD BLUE 10L']
7,"[102647, 172406, 173968, 199673, 201253, 283016, 294969, 295946, 313925, 316273, 344702, 348997, 380551, 383585, 404654, 404833, 420415, 442439, 473266, 477263, 517115, 525672, 532781, 565366, 574634, 584447, 600449, 602649, 735292, 751356, 752568, 758594, 761107]",33,1547,2017-03-01,M,0.0,33,M,['SAC BOUTIQUE KRAFT']
8,"[113700, 131402, 157047, 238365, 276369, 369654, 407537, 427382, 441344, 449654, 495580, 513322, 525672, 565366, 574634, 594535, 610249, 622013, 718468, 735292, 751356, 754685, 758967, 768959]",24,3510,2017-03-01,M,0.0,24,M,['CRISTALINE 1.5L']
9,"[103799, 107174, 114719, 138395, 165568, 176549, 186738, 189043, 206077, 208744, 244099, 261658, 273694, 283194, 298548, 312877, 353744, 366593, 372572, 387101, 388999, 402047, 445522, 473843, 474302, 474442, 536971, 580256, 723962, 728393, 756895]",31,4127,2017-03-01,M,0.0,31,M,['REC LAVAGE PJE  20 U']
