,user_ids,support,itemsets,period,property_values,depth,size,SEX,itemset_name
0,"[102939, 105377, 107872, 109498, 109551, 111828, 111890, 111958, 112006, 112041, 112511, 114449, 116566, 120734, 120992, 121730, 122918, 124006, 125579, 126551, 127319, 129289, 132519, 134631, 136996, 140239, 140578, 141231, 141332, 142122, 146574, 147333, 149419, 151015, 154248, 155907, 156705, 164308, 166603, 167055, 167382, 170586, 171090, 183912, 184343, 185339, 186337, 187042, 193056, 193227, 193677, 193922, 195246, 197039, 198697, 198923, 202045, 202371, 202428, 204365, 205731, 209659, 212675, 214721, 215126, 215614, 216241, 216620, 217076, 218744, 224116, 225811, 227142, 227275, 228009, 229711, 231893, 237374, 240151, 240326, 240562, 241433, 244101, 245092, 246558, 248247, 249024, 250022, 251719, 252855, 256763, 259627, 259881, 260362, 261019, 267366, 267739, 272075, 272307, 274742, 275216, 276030, 278323, 281971, 284497, 285995, 286321, 287131, 287608, 289220, 290496, 290835, 293965, 298450, 305001, 307966, 309563, 314863, 318236, 318300, 320242, 321085, 322207, 324402, 325354, 333674, 334919, 342376, 347942, 348380, 351763, 353820, 356498, 359909, 360024, 362768, 363046, 369391, 373549, 375083, 377365, 379576, 380689, 381808, 381832, 389100, 389814, 391197, 394027, 396445, 396674, 403759, 406437, 406495, 407912, 408235, 417022, 417557, 418371, 419058, 419944, 427768, 434047, 439115, 439171, 441047, 445147, 446418, 448117, 448585, 450212, 450524, 451301, 453200, 453603, 456750, 457077, 459052, 462438, 462697, 463253, 463313, 463761, 463912, 464842, 464880, 467246, 470645, 470752, 472871, 475601, 476137, 476243, 478556, 478625, 480307, 482512, 484135, 486197, 487885, 489479, 490737, 492120, 494174, 498969, 502111, 503202, 504102, 506019, 506895, 511341, 514324, 517323, 519068, 521461, 521837, 523195, 526976, 529386, 531298, 531554, 534910, 535684, 535916, 539695, 541273, 545283, 548667, 549038, 550893, 552521, 554469, 558926, 562031, 562199, 564783, 566886, 578038, 578365, 579001, 586977, 588675, 589515, 593535, 596619, 599235, 600101, 600365, 601588, 606450, 606879, 606898, 607089, 607833, 609428, 615774, 620420, 621707, 624135, 634282, 649774, 655657, 668179, 680859, 696497, 718355, 725594, 730202, 732484, 733854, 745446, 755417, 757685, 765772, 775002, 775671, 787614, 789767, 804634, 822353, 825168, 842170, 864313, 868485, 868830, 877424, 880934, 884018, 884245, 885232, 886102, 886706, 887120, 887214, 897112, 900716, 903506, 907179, 908239, 911475, 926125, 936571, 939734]",303, 4126,2017-05-13,M,0.0,303,M,['RECHARGE LAVAGE']
1,"[101669, 109363, 109572, 109910, 110455, 113661, 115526, 120953, 125615, 128265, 130225, 130464, 138296, 138325, 139038, 143382, 144205, 146032, 146201, 149886, 151702, 152266, 152370, 152459, 154132, 167168, 169561, 171799, 173338, 175456, 176750, 177684, 181027, 181495, 184841, 185724, 188482, 188558, 189637, 195200, 196458, 197939, 200173, 205363, 207233, 213211, 220108, 222000, 223109, 225321, 228856, 237771, 242201, 251036, 251826, 253934, 257663, 258533, 268141, 268342, 271865, 273864, 280194, 280400, 281256, 282802, 283278, 285038, 293020, 295867, 298742, 299907, 301967, 302709, 308334, 310380, 318322, 318886, 325354, 326483, 330312, 336979, 341341, 341866, 343259, 345337, 347453, 348212, 355838, 356884, 365174, 365792, 366177, 368624, 372638, 375104, 384751, 385630, 387373, 394811, 398410, 401971, 407872, 408799, 409421, 412436, 413547, 418229, 423778, 425455, 428793, 429719, 430029, 435091, 435519, 437193, 437808, 440971, 443197, 443262, 443524, 446438, 447143, 450399, 451756, 453918, 454219, 458163, 458921, 459345, 462727, 464230, 466468, 468072, 469953, 471841, 473077, 473266, 473843, 474879, 476702, 477056, 479396, 479474, 479586, 480373, 481388, 485626, 491131, 493696, 493903, 494566, 497772, 498151, 503187, 504100, 504538, 506588, 507544, 507835, 508093, 509785, 510745, 511024, 511598, 511792, 514478, 516797, 519137, 520204, 520632, 527677, 528271, 529060, 529736, 530805, 535129, 537182, 552715, 553886, 558328, 560291, 562991, 563868, 565138, 567712, 572123, 574503, 580829, 582554, 583156, 583460, 584027, 584986, 590237, 591731, 592202, 592647, 597927, 598984, 598989, 600624, 601900, 604772, 608982, 614636, 615217, 618634, 619694, 620532, 624033, 628778, 633114, 637339, 661747, 661750, 666723, 675569, 696493, 697160, 697903, 723771, 732484, 738077, 740965, 755417, 756856, 774815, 778187, 788124, 789996, 790704, 791005, 814206, 823514, 835609, 838497, 865590, 867719, 868017, 872511, 880018, 880102, 881662, 886524, 887397, 890351, 891055, 893132, 897213, 899554, 902011, 902609, 902624, 905016, 911967, 913899, 921456, 924059, 932979, 937394]",261, 4125,2017-05-13,M,0.0,261,M,['RECHARGE LAVAGE TW - A']
2,"[104293, 113036, 118478, 122584, 133892, 136291, 143182, 145875, 159371, 180826, 187833, 190040, 191561, 199712, 210355, 221770, 222895, 224365, 244827, 248473, 261384, 264526, 270220, 270265, 270517, 271779, 275602, 281206, 282396, 285517, 287610, 289643, 292347, 293120, 293947, 296486, 299971, 303718, 304391, 314647, 319317, 324104, 327686, 336730, 338762, 345938, 347715, 351686, 352255, 368080, 375821, 379133, 396609, 403445, 407134, 412591, 414036, 420842, 421137, 423574, 425954, 427096, 427250, 428189, 428202, 433827, 437007, 444802, 456470, 460228, 464331, 484590, 485938, 499712, 503953, 505613, 513268, 523545, 523630, 543214, 543714, 557999, 559445, 574836, 576301, 579124, 579607, 598520, 600064, 602580, 603395, 603787, 604098, 607784, 612410, 612824, 616689, 619437, 620236, 651436, 656209, 663289, 717415, 734723, 739860, 746930, 750189, 751640, 752912, 758478, 787610, 809946, 832102, 864160, 864554, 885740, 895461, 903640, 912509, 913872, 915181, 926491]",122, 163,2017-05-13,M,0.0,122,M,['product-451']
3,"[100497, 105649, 107591, 108521, 109051, 109220, 109572, 112006, 112979, 121107, 121147, 121440, 121730, 133113, 133897, 141887, 149020, 152081, 156456, 157314, 162402, 165072, 166734, 169209, 177373, 177483, 185899, 188845, 192058, 193056, 193986, 200796, 214721, 221964, 224522, 228704, 241533, 243592, 246299, 247851, 248633, 257026, 263361, 263505, 267005, 267198, 269187, 274894, 279223, 280850, 283910, 286429, 292873, 293947, 297431, 298776, 299971, 302117, 307031, 307536, 307631, 308992, 309563, 309792, 313095, 318300, 318489, 318986, 319824, 320988, 325322, 327452, 328086, 330279, 335224, 338053, 339524, 340311, 347715, 355812, 356945, 357762, 363005, 364804, 365265, 366986, 369391, 372245, 374383, 381585, 384643, 399542, 407134, 408175, 412247, 421985, 437007, 438691, 441866, 442141, 444802, 454538, 459723, 461611, 470752, 472122, 474371, 475467, 480133, 481873, 486858, 487374, 487513, 487514, 488496, 488931, 492345, 497232, 501191, 502470, 508075, 509277, 511024, 512483, 522427, 524485, 530104, 530981, 544927, 549392, 550509, 553926, 557636, 561007, 561726, 565366, 566430, 567787, 568128, 570365, 575523, 576459, 578355, 578978, 583351, 584447, 585301, 588699, 589811, 592202, 594749, 595248, 599320, 600263, 602580, 604947, 607091, 607784, 610645, 611320, 615114, 616864, 616924, 619253, 619437, 619574, 621918, 622410, 622586, 622876, 622990, 715453, 717312, 724761, 740276, 743024, 743527, 747609, 748914, 750277, 757291, 785985, 804991, 838634, 844535, 846552, 864345, 870253, 890224, 903174, 924215, 931963]",192, 2797,2017-05-13,M,0.0,192,M,['COCA COLA 50CL PET']
4,"[235106, 294115, 363692, 379896, 415279, 421070, 428202, 430713, 470636, 508618, 517346, 519469, 526400, 534690, 535929, 536339, 537976, 542068, 545984, 548999, 550799, 550953, 552972, 555714, 563837, 565366, 574634, 577451, 584447, 587069, 588730, 610249, 614776, 616225, 619437, 622013, 622027, 622586, 714833, 734723, 735292, 749038, 751356, 752568, 754685, 754772, 758594, 758595, 761107, 762454, 785985, 825189, 826835, 828469, 840055, 840247, 842941, 847294, 849812, 902696, 903174, 908778, 913872, 923572, 931403, 931963]",66, 263,2017-05-13,M,0.0,66,M,['REMISE BUS AUTOROUTE 9\x80']
5,"[100264, 121796, 123825, 127739, 127960, 130366, 131554, 132966, 145747, 157497, 162284, 162513, 163264, 165061, 165109, 172953, 174604, 179113, 180111, 180171, 184353, 185265, 188772, 192139, 193191, 193227, 193285, 193360, 193469, 196976, 197892, 220808, 227696, 230856, 231807, 231893, 234220, 238174, 239422, 241533, 241640, 247754, 249668, 250700, 251397, 252915, 253363, 254830, 259706, 263913, 264417, 264679, 271240, 275398, 276365, 280686, 282540, 291999, 307101, 307407, 312376, 315247, 316587, 318236, 318677, 319231, 324242, 347353, 354972, 355848, 355892, 356498, 359592, 365989, 372104, 375840, 376046, 376873, 378542, 382947, 384880, 390100, 394148, 394863, 396217, 399682, 405368, 405933, 409613, 417564, 421496, 421985, 426341, 429913, 441489, 443015, 451487, 451897, 456298, 457077, 468259, 471775, 480218, 481872, 486268, 492221, 492851, 499840, 523619, 531554, 532233, 534904, 539260, 539572, 543489, 546453, 550070, 550602, 555704, 560139, 561468, 561615, 566225, 567447, 569472, 571707, 572850, 577113, 578038, 578051, 579398, 589303, 591620, 594114, 599235, 600101, 607333, 608331, 616377, 616767, 619437, 625579, 625637, 703679, 729550, 733176, 747446, 750685, 765409, 768034, 889411, 911116, 917491]",153, 5941,2017-05-13,M,0.0,153,M,['COCA COLA SLIM']
6,"[112044, 118675, 124464, 128213, 137677, 137871, 147432, 158587, 160806, 163661, 163869, 178829, 194077, 195197, 196143, 198270, 205683, 206779, 214182, 217737, 218625, 233068, 240562, 253734, 260786, 261502, 270378, 271035, 294412, 294969, 296181, 297467, 299386, 301188, 303422, 306638, 313016, 315695, 322207, 342376, 347067, 348380, 351763, 358497, 361384, 369391, 373549, 375746, 380689, 385630, 390756, 399944, 402254, 407141, 409935, 416080, 418113, 419944, 433579, 438646, 441047, 459341, 462727, 464842, 466468, 485361, 485421, 489263, 492345, 496929, 497740, 503126, 505693, 513268, 524485, 536744, 540772, 541273, 541689, 547578, 549263, 549498, 550144, 557221, 565094, 579001, 589515, 591465, 591620, 599235, 611366, 622143, 665336, 704237, 718355, 742338, 744212, 746498, 756981, 763292, 779426, 783402, 785590, 805164, 864810, 864953, 875200, 905873, 911475, 918260, 922526, 925525, 926491, 945662]",114, 2969,2017-05-13,M,0.0,114,M,['TW LG DEMOUSTIQUEUR 3+1L']
7,"[106867, 129919, 132260, 136832, 143116, 144417, 153850, 157508, 159082, 163264, 163332, 164423, 167298, 171396, 174617, 183500, 199278, 206040, 212581, 214332, 215614, 215782, 226026, 231893, 238848, 241327, 277815, 281956, 288039, 291944, 298776, 299634, 312468, 321965, 324242, 328086, 337840, 339524, 342688, 354972, 363005, 371866, 375840, 406406, 408175, 415854, 417564, 423673, 424333, 429913, 435869, 437007, 441047, 443006, 447321, 452286, 456040, 460099, 467113, 472481, 474104, 484669, 494920, 505111, 511757, 512483, 517749, 526886, 550509, 558112, 558328, 568132, 572850, 578978, 579539, 585301, 586977, 587454, 588382, 589209, 591620, 600607, 606450, 615114, 616783, 619253, 619574, 619694, 620532, 621627, 621843, 623642, 626162, 639332, 746247, 748710, 760960, 776101]",98, 2968,2017-05-13,M,0.0,98,M,['TW 10 LINGUETTE']
8,"[118229, 126046, 152384, 156715, 163936, 170158, 171614, 198805, 200047, 202856, 227132, 260074, 281555, 294412, 309886, 328876, 342422, 359512, 363005, 391928, 427283, 437011, 440725, 466214, 470752, 480524, 482740, 482998, 484507, 497740, 505602, 507489, 508067, 515602, 535895, 547021, 553754, 576380, 578253, 580533, 581633, 591431, 594803, 621048, 622174, 624179, 739012, 740142, 744212, 745526, 748021, 794675, 849882, 865207, 870049]",55, 4136,2017-05-13,M,0.0,55,M,['RECHARGE LAVAGE TW - D']
9,"[121443, 159082, 169402, 171480, 188537, 194749, 211657, 216241, 291218, 320988, 339905, 350054, 382915, 404596, 414069, 439358, 441318, 447368, 450524, 455505, 463253, 481873, 488740, 507569, 520531, 537131, 541286, 560962, 570691, 576902, 581812, 586977, 606898, 611237, 667593, 732110, 756856, 767352, 777984, 779242, 798831, 825168, 830899, 832718, 877496, 929968]",46, 2944,2017-05-13,M,0.0,46,M,['TW  LAVE GLACE DEMOUSTIQUEUR 4L']
