,user_ids,support,itemsets,period,property_values,depth,size,SEX,itemset_name
29,"[101188, 102939, 104047, 105377, 105672, 106150, 107872, 108029, 108057, 109498, 109551, 111303, 111890, 111958, 112006, 112041, 112511, 113661, 113730, 113875, 114449, 115022, 117805, 118606, 120734, 120992, 121128, 121192, 121730, 122900, 122918, 124006, 125579, 126551, 126930, 127145, 127224, 127319, 128523, 129289, 129390, 130820, 131348, 132683, 134631, 136996, 139649, 140121, 140578, 141231, 141648, 142122, 142309, 142372, 143826, 145395, 145478, 146574, 146803, 147333, 148475, 149419, 151015, 151806, 151893, 152806, 154248, 155907, 156705, 157561, 159035, 159567, 160962, 163920, 164308, 164467, 165402, 166603, 166926, 167382, 168584, 170035, 170586, 171090, 171728, 173033, 173120, 179113, 180625, 181085, 182731, 184326, 184838, 185339, 186654, 186974, 187042, 192038, 193056, 193677, 193922, 193986, 195105, 195246, 195757, 197039, 197718, 198697, 199285, 199504, 199655, 200525, 200887, 201396, 202045, 202124, 202371, 202501, 204365, 204431, 208423, 209886, 211111, 212675, 214721, 215614, 216241, 216620, 217076, 218106, 218625, 220306, 220763, 221900, 222416, 224116, 224646, 225166, 227142, 227275, 228009, 229028, 229711, 230410, 230440, 230980, 231893, 233592, 237038, 237181, 237374, 238581, 239503, 239730, 240151, 240326, 240562, 240947, 241180, 242195, 242913, 244101, 246558, 248247, 249173, 250022, 250397, 251654, 251719, 252031, 253520, 253597, 253734, 254203, 255586, 256763, 258382, 259627, 259866, 259881, 260362, 261019, 264012, 264679, 264832, 265391, 266150, 267277, 267366, 267739, 268441, 270370, 270754, 271640, 272075, 272234, 272307, 275216, 276069, 278140, 278323, 278990, 280966, 281971, 284497, 285365, 286321, 286476, 287131, 287608, 288502, 290337, 290496, 290616, 290835, 291261, 292888, 293965, 294323, 295941, 297997, 298450, 298620, 298776, 298935, 299418, 299637, 301570, 304026, 305264, 307359, 308949, 309563, 311539, 312256, 314863, 316390, 318236, 318300, 318339, 319196, 320242, 321085, 322207, 322835, 323804, 324402, 325241, 325354, 327138, 327179, 329819, 331528, 333674, 333899, 333921, 334919, 336107, 336968, 337828, 339885, 340311, 342221, 342376, 342654, 344704, 347942, 348380, 348387, 350390, 350800, 351763, 352539, 353509, 353820, 354659, 354730, 355402, 356498, 356945, 359007, 359909, 360024, 360868, 362768, 362770, 363046, 364407, 364804, 365101, 367291, 367552, 368316, 368544, 369391, 369474, 369476, 370216, 373506, 374531, 375083, 377365, 377384, 378650, 380689, 381668, 381808, 381832, 384013, 385474, 390726, 392833, 392937, 394027, 396445, 396674, 397255, 397272, 398935, 403759, 408235, 408799, 409547, 409846, 410111, 410571, 410982, 411452, 412387, 415230, 416080, 416537, 417022, 417564, 417862, 418371, 419058, 419307, 419594, 419944, 420063, 422261, 422901, 424321, 425005, 425686, 426511, 427768, 428148, 428273, 429530, 430237, 433003, 434047, 434713, 434724, 435049, 436895, 437676, 438169, 438454, 438935, 439115, 440924, 441047, 442216, 444642, 445147, 445715, 446418, 447321, 447504, 447802, 448117, 448585, 450212, 451301, 453200, 454083, 454130, 454692, 456750, 457077, 458615, 459035, 459052, 462181, 462438, 462891, 463253, 463313, 463761, 464842, 467113, 470042, 470065, 470645, 470752, 472481, 472871, 475253, 475601, 476137, 476243, 476375, 476509, 477520, 477616, 478176, 478530, 479127, 479461, 479753, 480307, 482512, 484073, 484457, 484948, 487956, 489117, 489485, 489550, 490823, 492120, 492152, 494566, 495047, 495387, 502111, 503202, 503525, 505835, 506019, 506392, 506611, 507911, 511341, 512554, 512866, 514067, 514324, 517323, 519306, 520978, 521461, 521974, 523195, 523374, 524408, 526049, 526976, 528811, 529386, 531298, 531554, 535047, 535684, 535916, 535929, 536074, 536398, 538559, 538640, 539695, 541273, 543323, 544028, 544498, 545540, 547665, 548667, 549038, 552483, 552521, 554469, 555151, 555753, 561973, 562031, 562199, 563531, 564783, 566886, 569376, 573780, 574821, 574995, 578038, 578365, 579001, 589515, 591109, 592510, 593535, 598063, 599235, 600101, 602293, 604625, 606450, 606608, 606632, 606879, 607089, 607518, 607833, 608587, 608653, 609428, 612518, 612811, 613146, 615047, 617116, 617647, 618973, 619106, 624871, 634282, 641858, 653292, 655657, 668179, 668724, 673141, 674700, 680859, 696497, 700210, 703448, 704673, 707394, 715934, 723962, 725594, 727800, 728050, 730202, 730825, 732484, 733146, 733854, 734548, 738852, 740947, 744897, 745446, 753513, 753696, 755417, 756856, 757685, 768034, 770491, 775002, 775671, 777941, 783849, 787614, 789767, 793968, 794535, 794818, 794978, 804634, 815181, 821001, 825224, 830201, 833102, 843317, 864313, 866133, 867627, 868017, 868485, 868830, 869865, 872674, 875200, 880934, 881061, 881192, 882861, 882864, 883193, 884245, 884716, 886102, 896292, 897112, 900716, 903506, 907179, 908239, 911475]",596, 4126,2017-04-01,M,0.5,596,M,['RECHARGE LAVAGE']
30,"[101392, 101669, 102370, 103371, 105769, 108067, 109363, 109572, 110455, 110633, 113181, 113661, 116517, 118554, 120927, 121029, 123035, 123618, 125045, 125615, 126632, 126875, 128265, 130366, 131834, 132260, 134880, 137060, 138296, 138325, 142525, 143382, 143488, 144205, 146201, 147287, 149886, 150043, 150269, 151702, 151812, 152033, 152242, 152266, 153534, 153970, 156041, 156655, 156690, 157047, 160513, 161197, 161206, 163178, 163636, 163875, 163878, 166992, 167168, 169561, 171799, 173033, 173338, 175183, 175456, 176750, 176879, 177168, 177684, 178285, 179792, 181027, 181495, 181964, 183978, 184070, 184841, 184936, 185724, 187359, 188482, 188558, 189637, 193986, 195200, 196392, 196458, 197939, 203487, 204577, 205363, 210484, 212301, 213211, 215341, 218106, 222000, 222403, 223109, 225321, 226924, 226985, 227901, 228477, 228856, 231496, 231859, 233072, 238881, 239186, 241671, 242201, 245141, 247851, 247969, 251036, 251826, 252901, 253934, 254538, 256962, 257663, 263361, 264567, 265391, 267463, 268141, 268342, 270306, 272441, 273864, 274467, 275864, 279798, 280194, 280400, 281256, 282186, 282188, 282802, 283278, 284341, 284389, 285038, 285626, 285930, 288714, 289241, 291564, 294576, 294969, 295823, 297113, 297929, 298742, 299907, 301967, 302502, 302709, 303696, 306020, 307536, 309445, 309947, 310380, 310659, 312877, 313286, 313887, 316895, 318210, 318322, 322018, 323778, 325354, 325954, 329532, 330312, 332348, 336979, 339428, 341341, 341501, 341763, 341866, 342546, 343202, 343259, 343449, 344483, 345337, 347453, 348212, 349622, 349756, 351230, 352499, 354084, 355203, 355838, 357863, 360011, 361188, 361281, 363387, 365174, 366096, 366986, 368624, 369285, 371348, 375104, 377785, 378698, 378736, 384751, 385630, 387373, 390704, 391816, 393462, 393980, 394710, 394811, 396004, 398410, 399352, 400264, 401971, 404261, 406484, 407441, 412376, 412436, 413547, 414069, 415206, 421796, 422118, 423706, 425455, 425522, 427408, 428793, 429627, 429719, 430029, 432898, 435091, 435519, 437193, 437808, 437840, 439910, 440558, 440971, 442934, 443197, 443262, 443524, 444167, 446270, 446438, 447143, 450009, 451756, 452545, 454219, 456059, 457865, 458549, 458921, 459070, 459345, 460756, 460955, 462727, 462819, 463550, 464230, 464753, 466468, 468467, 469953, 471841, 473077, 473266, 473843, 474649, 474879, 476702, 477056, 479396, 479586, 480366, 480373, 480524, 481388, 482352, 484493, 485038, 485626, 485814, 488496, 491131, 493696, 493713, 494566, 496685, 497772, 500190, 500312, 504100, 504538, 504682, 505358, 505482, 505779, 506588, 507544, 507835, 507920, 508093, 509785, 510689, 510721, 511024, 511598, 511712, 511792, 514478, 517175, 517325, 518488, 518808, 519137, 520008, 526488, 528008, 528020, 528271, 529736, 531231, 534767, 535129, 535596, 536074, 536615, 537182, 538493, 538951, 538955, 540917, 542277, 543243, 543558, 545049, 548900, 550293, 552715, 553886, 555013, 555618, 556899, 558639, 560291, 561007, 561928, 562494, 563868, 566577, 567458, 567712, 569623, 576731, 579353, 580580, 580829, 583156, 583460, 584027, 584082, 584986, 585456, 586199, 590237, 590581, 592202, 592510, 592647, 597927, 598984, 599245, 599670, 600263, 600624, 604581, 605523, 606450, 608982, 609478, 610931, 614636, 615217, 616142, 618347, 618615, 618634, 619694, 620532, 624033, 624400, 625376, 626070, 628778, 633114, 657021, 661750, 662123, 663848, 670612, 675569, 681378, 682601, 690240, 693202, 693851, 695149, 697903, 707962, 708114, 718646, 719939, 723771, 725674, 727036, 727526, 732484, 733800, 738077, 740965, 742430, 755417, 756204, 756209, 756856, 756981, 759248, 764845, 770844, 772174, 772616, 774815, 782402, 789996, 791005, 791201, 814206, 823514, 832718, 835609, 836821, 864534, 865590, 867719, 868017, 869075, 871822, 872511, 873976, 874128, 875487, 877238, 880018, 880102, 881662, 887474, 891167, 896292, 902011, 902609, 905016, 911180, 913899, 924059, 932979]",486, 4125,2017-04-01,M,0.5,486,M,['RECHARGE LAVAGE TW - A']
31,"[113661, 173033, 193986, 218106, 265391, 325354, 494566, 536074, 592510, 606450, 732484, 755417, 756856, 868017, 896292]",15, 4125 4126,2017-04-01,M,0.5,15,M,"['RECHARGE LAVAGE TW - A', 'RECHARGE LAVAGE']"
32,"[104293, 108067, 108847, 110899, 112044, 113036, 118478, 122584, 123801, 130532, 133892, 140480, 143182, 145875, 159371, 162567, 166316, 187833, 190040, 191561, 199712, 204037, 210355, 210939, 213412, 217779, 218186, 221770, 222895, 235462, 239757, 242171, 244827, 248473, 251568, 261384, 264526, 264917, 266488, 270220, 270265, 270517, 275588, 285517, 287610, 289643, 292347, 293947, 296486, 299418, 299971, 302502, 303718, 304391, 314647, 316096, 319317, 320194, 324104, 327686, 336730, 338507, 345108, 345803, 347715, 351686, 352255, 353175, 363826, 368080, 373743, 374229, 375821, 379133, 381310, 385713, 389285, 391622, 396609, 403445, 406378, 406460, 412591, 414036, 415279, 420842, 421137, 421353, 425954, 427096, 427250, 428189, 428202, 431592, 432305, 433827, 437007, 449488, 456470, 459432, 460228, 461998, 464331, 470564, 480033, 483533, 484590, 485938, 489886, 499712, 500716, 503953, 505613, 513268, 516184, 519059, 521982, 523545, 523630, 523916, 528367, 537370, 538242, 543214, 543714, 551228, 551846, 557999, 559000, 559445, 567220, 573259, 574836, 576301, 579124, 583351, 588423, 592390, 598520, 600064, 602580, 603395, 604098, 605006, 605022, 607784, 611122, 612410, 612824, 613012, 616134, 616689, 619437, 620236, 621627, 647185, 651436, 656209, 663289, 681522, 715202, 715296, 717415, 730291, 734723, 738639, 739860, 746930, 750189, 751640, 752912, 758478, 787610, 809946, 832102, 838190, 864160, 864554, 870242, 872283, 872398, 880608, 880795, 884090, 895461, 903640, 912509, 913872, 915181, 926491]",190, 163,2017-04-01,M,0.5,190,M,['product-451']
33,"[100497, 101392, 105649, 107591, 107936, 108521, 109051, 109220, 109572, 109730, 110899, 112006, 112979, 117902, 121107, 121147, 121440, 122584, 128591, 129189, 131015, 133113, 133897, 134691, 140850, 141887, 143415, 147503, 147896, 148374, 149020, 152081, 152462, 154544, 155855, 155896, 156456, 156634, 157314, 162365, 162402, 163124, 165072, 166734, 169209, 173319, 176216, 177373, 177483, 180652, 185899, 187833, 188845, 192058, 193056, 193986, 200796, 202610, 210939, 214721, 217476, 220808, 221964, 223729, 224522, 228704, 232183, 235462, 239757, 241533, 243592, 244198, 245180, 246299, 247851, 248530, 248633, 255262, 256900, 257026, 263361, 263505, 266458, 267005, 267198, 269187, 271862, 274894, 278593, 280850, 283910, 286429, 286841, 287867, 292347, 292873, 293947, 297431, 298020, 298776, 298810, 299971, 302117, 307031, 307536, 307631, 308393, 308992, 309563, 309792, 310184, 312418, 313095, 318300, 318489, 318986, 319824, 320988, 322288, 325309, 325322, 327452, 328086, 329014, 330279, 335224, 338053, 339524, 340311, 340670, 344483, 347715, 355812, 356945, 357762, 361022, 363005, 364804, 365265, 366986, 368624, 369391, 369769, 371450, 371928, 372245, 372970, 374383, 380150, 380691, 381585, 382537, 383043, 384643, 385858, 396894, 398534, 399542, 399611, 403184, 403445, 403979, 407134, 408175, 412247, 417010, 418129, 421985, 425686, 427096, 427408, 427698, 430968, 433709, 437007, 438691, 439252, 441866, 442141, 443006, 443377, 444802, 445147, 446391, 447084, 449176, 449488, 450548, 454538, 455970, 459723, 460228, 461611, 464331, 468745, 470752, 472122, 474371, 475467, 478470, 478820, 480133, 481873, 483550, 486858, 487374, 487513, 487514, 488496, 488931, 490485, 492345, 493373, 497232, 499712, 501191, 502470, 503254, 508075, 511024, 511504, 512483, 518305, 522169, 522427, 524485, 530104, 530802, 530981, 544927, 545518, 549392, 550509, 553926, 555528, 557636, 559445, 559473, 561007, 561726, 565366, 566430, 566502, 567787, 568128, 568863, 570365, 571913, 574109, 575523, 576125, 576459, 578355, 578978, 583351, 584447, 585301, 585524, 588699, 589811, 592202, 592390, 594749, 595248, 597332, 599320, 600263, 600607, 602481, 602580, 604004, 604098, 604947, 606283, 607091, 607784, 608653, 610511, 610645, 611320, 611397, 615114, 616565, 616864, 616924, 617729, 619253, 619437, 619574, 619880, 621918, 622271, 622410, 622586, 622876, 622990, 624179, 624470, 626162, 663289, 709656, 715453, 718355, 724761, 739860, 740276, 743527, 747609, 748914, 748962, 757291, 758160, 758595, 759481, 804991, 838634, 844535, 846552, 848915, 870253, 890224, 924215, 931963]",323, 2797,2017-04-01,M,0.5,323,M,['COCA COLA 50CL PET']
34,"[112006, 193056, 193986, 214721, 298776, 309563, 318300, 340311, 356945, 364804, 369391, 425686, 445147, 470752, 608653]",15, 2797 4126,2017-04-01,M,0.5,15,M,"['COCA COLA 50CL PET', 'RECHARGE LAVAGE']"
35,"[101392, 109572, 193986, 247851, 263361, 307536, 344483, 366986, 368624, 427408, 488496, 511024, 561007, 592202, 600263]",15, 2797 4125,2017-04-01,M,0.5,15,M,"['COCA COLA 50CL PET', 'RECHARGE LAVAGE TW - A']"
36,"[110899, 122584, 187833, 210939, 235462, 239757, 292347, 293947, 299971, 347715, 403445, 427096, 437007, 449488, 460228, 464331, 499712, 559445, 583351, 592390, 602580, 604098, 607784, 619437, 663289, 739860]",26, 2797 163,2017-04-01,M,0.5,26,M,"['COCA COLA 50CL PET', 'product-451']"
37,"[131005, 294115, 348261, 349380, 354336, 363692, 366091, 379896, 380150, 387869, 415279, 418129, 421070, 428189, 428202, 430713, 441816, 469803, 471775, 489055, 490024, 505859, 511464, 516578, 518305, 518871, 518914, 519469, 521885, 526400, 526941, 526985, 531393, 532337, 534690, 535929, 536339, 537370, 542068, 545984, 546716, 548624, 548999, 549005, 550799, 550953, 552972, 555714, 560697, 565366, 570490, 574634, 577451, 584447, 588730, 593355, 602649, 610365, 614776, 616225, 616565, 619437, 622013, 622027, 622586, 695135, 709021, 714833, 715341, 734723, 735292, 751356, 752568, 754685, 754772, 758594, 758595, 761107, 774498, 840055, 840247, 842941, 849812, 902696, 908778, 913872, 923572, 931963]",88, 263,2017-04-01,M,0.5,88,M,['REMISE BUS AUTOROUTE 9\x80']
38,"[380150, 418129, 518305, 565366, 584447, 616565, 619437, 622586, 758595, 931963]",10, 263 2797,2017-04-01,M,0.5,10,M,"['REMISE BUS AUTOROUTE 9\x80', 'COCA COLA 50CL PET']"
